user_id,login_time,login_hour,ip_score,label
u0046,20:45 PM,20,0.75,anomaly
u0166,10:39 AM,10,0.14,normal
u0101,15:51 PM,15,0.18,normal
u0377,14:42 PM,14,0.12,normal
u0027,22:46 PM,22,0.65,anomaly
u0103,02:25 AM,2,0.72,anomaly
u0010,18:25 PM,18,0.0,normal
u0248,17:07 PM,17,0.18,normal
u0475,18:38 PM,18,0.07,normal
u0302,20:46 PM,20,0.8,anomaly
u0073,12:35 PM,12,0.34,normal
u0095,02:21 AM,2,0.74,anomaly
u0388,13:03 PM,13,0.06,normal
u0451,20:39 PM,20,0.61,anomaly
u0145,10:25 AM,10,0.49,normal
u0173,15:43 PM,15,0.1,normal
u0031,07:38 AM,7,0.89,anomaly
u0338,05:13 AM,5,0.8,anomaly
u0253,20:30 PM,20,0.8,anomaly
u0274,06:17 AM,6,0.82,anomaly
u0003,11:33 AM,11,0.08,normal
u0459,14:05 PM,14,0.22,normal
u0442,12:00 PM,12,0.18,normal
u0021,07:07 AM,7,0.92,anomaly
u0454,02:14 AM,2,0.77,anomaly
u0076,02:53 AM,2,0.91,anomaly
u0277,14:51 PM,14,0.35,normal
u0261,08:11 AM,8,0.21,normal
u0418,00:51 AM,0,0.7,anomaly
u0313,10:09 AM,10,0.02,normal
u0328,23:37 PM,23,0.78,anomaly
u0114,12:46 PM,12,0.26,normal
u0217,14:50 PM,14,0.21,normal
u0050,16:55 PM,16,0.07,normal
u0120,22:30 PM,22,0.79,anomaly
u0447,19:45 PM,19,0.86,anomaly
u0171,02:11 AM,2,1.0,anomaly
u0377,10:51 AM,10,0.21,normal
u0122,07:56 AM,7,0.88,anomaly
u0220,11:18 AM,11,0.16,normal
u0159,11:41 AM,11,0.14,normal
u0116,14:16 PM,14,0.28,normal
u0190,23:41 PM,23,0.76,anomaly
u0045,08:24 AM,8,0.44,normal
u0200,12:05 PM,12,0.24,normal
u0276,19:50 PM,19,0.6,anomaly
u0385,02:12 AM,2,0.83,anomaly
u0267,06:47 AM,6,0.73,anomaly
u0302,13:56 PM,13,0.39,normal
u0258,17:48 PM,17,0.12,normal
u0459,15:48 PM,15,0.08,normal
u0015,04:52 AM,4,0.88,anomaly
u0007,18:33 PM,18,0.21,normal
u0123,05:50 AM,5,0.78,anomaly
u0357,05:03 AM,5,0.79,anomaly
u0196,14:48 PM,14,0.26,normal
u0092,06:37 AM,6,0.81,anomaly
u0477,20:55 PM,20,0.71,anomaly
u0302,01:25 AM,1,0.73,anomaly
u0002,19:02 PM,19,0.85,anomaly
u0299,08:29 AM,8,0.38,normal
u0436,01:14 AM,1,0.79,anomaly
u0324,23:50 PM,23,0.76,anomaly
u0258,15:54 PM,15,0.14,normal
u0046,17:27 PM,17,0.11,normal
u0283,05:26 AM,5,0.86,anomaly
u0039,22:14 PM,22,0.77,anomaly
u0138,21:14 PM,21,0.72,anomaly
u0488,14:07 PM,14,0.14,normal
u0321,02:51 AM,2,0.77,anomaly
u0353,08:51 AM,8,0.15,normal
u0404,17:43 PM,17,0.25,normal
u0073,12:48 PM,12,0.11,normal
u0228,16:04 PM,16,0.08,normal
u0094,07:11 AM,7,0.84,anomaly
u0055,04:26 AM,4,0.92,anomaly
u0047,20:30 PM,20,0.74,anomaly
u0099,13:20 PM,13,0.2,normal
u0172,05:51 AM,5,0.9,anomaly
u0359,00:31 AM,0,0.99,anomaly
u0156,03:24 AM,3,0.89,anomaly
u0310,04:34 AM,4,0.8,anomaly
u0119,14:07 PM,14,0.15,normal
u0425,09:02 AM,9,0.3,normal
u0384,21:20 PM,21,0.84,anomaly
u0161,13:15 PM,13,0.25,normal
u0338,01:39 AM,1,0.91,anomaly
u0112,10:31 AM,10,0.1,normal
u0307,23:25 PM,23,0.66,anomaly
u0024,02:12 AM,2,0.65,anomaly
u0234,08:57 AM,8,0.16,normal
u0409,16:23 PM,16,0.21,normal
u0398,02:33 AM,2,0.8,anomaly
u0375,05:51 AM,5,0.77,anomaly
u0089,11:26 AM,11,0.18,normal
u0124,11:15 AM,11,0.05,normal
u0240,08:49 AM,8,0.18,normal
u0340,03:36 AM,3,0.93,anomaly
u0055,18:12 PM,18,0.25,normal
u0376,14:52 PM,14,0.38,normal
u0062,04:35 AM,4,0.65,anomaly
u0144,13:23 PM,13,0.09,normal
u0496,10:18 AM,10,0.03,normal
u0471,07:36 AM,7,0.79,anomaly
u0016,19:39 PM,19,0.71,anomaly
u0447,17:49 PM,17,0.28,normal
u0448,10:41 AM,10,0.24,normal
u0443,17:04 PM,17,0.14,normal
u0396,15:58 PM,15,0.29,normal
u0226,12:25 PM,12,0.34,normal
u0308,16:03 PM,16,0.41,normal
u0412,01:18 AM,1,0.8,anomaly
u0028,10:31 AM,10,0.3,normal
u0173,22:34 PM,22,0.73,anomaly
u0046,10:01 AM,10,0.08,normal
u0450,11:31 AM,11,0.37,normal
u0424,20:13 PM,20,0.72,anomaly
u0152,01:09 AM,1,0.75,anomaly
u0455,22:04 PM,22,0.9,anomaly
u0146,19:53 PM,19,0.93,anomaly
u0311,11:51 AM,11,0.12,normal
u0401,17:57 PM,17,0.22,normal
u0131,11:48 AM,11,0.29,normal
u0130,21:19 PM,21,0.82,anomaly
u0125,13:10 PM,13,0.26,normal
u0142,01:46 AM,1,0.77,anomaly
u0108,08:59 AM,8,0.13,normal
u0036,17:27 PM,17,0.31,normal
u0238,09:31 AM,9,0.24,normal
u0137,09:14 AM,9,0.0,normal
u0286,22:59 PM,22,0.91,anomaly
u0474,04:47 AM,4,0.92,anomaly
u0271,11:47 AM,11,0.36,normal
u0452,13:17 PM,13,0.07,normal
u0135,01:53 AM,1,0.84,anomaly
u0109,08:30 AM,8,0.01,normal
u0056,01:05 AM,1,0.75,anomaly
u0366,21:24 PM,21,0.79,anomaly
u0200,19:36 PM,19,0.8,anomaly
u0144,06:15 AM,6,0.7,anomaly
u0364,18:02 PM,18,0.33,normal
u0435,18:21 PM,18,0.18,normal
u0081,13:36 PM,13,0.24,normal
u0408,12:15 PM,12,0.22,normal
u0297,02:26 AM,2,0.77,anomaly
u0458,03:55 AM,3,0.67,anomaly
u0144,23:13 PM,23,0.96,anomaly
u0298,22:03 PM,22,0.8,anomaly
u0495,18:10 PM,18,0.31,normal
u0247,10:49 AM,10,0.16,normal
u0474,14:02 PM,14,0.28,normal
u0480,05:40 AM,5,0.71,anomaly
u0139,22:33 PM,22,0.88,anomaly
u0417,22:40 PM,22,0.77,anomaly
u0382,22:16 PM,22,0.5,anomaly
u0135,16:59 PM,16,0.21,normal
u0345,13:13 PM,13,0.11,normal
u0110,09:54 AM,9,0.24,normal
u0282,07:45 AM,7,0.65,anomaly
u0460,13:18 PM,13,0.26,normal
u0202,14:11 PM,14,0.22,normal
u0087,11:32 AM,11,0.17,normal
u0135,21:05 PM,21,0.78,anomaly
u0268,20:15 PM,20,0.83,anomaly
u0404,22:52 PM,22,0.86,anomaly
u0223,08:15 AM,8,0.32,normal
u0243,00:46 AM,0,0.76,anomaly
u0295,20:41 PM,20,0.82,anomaly
u0440,23:44 PM,23,0.81,anomaly
u0419,15:56 PM,15,0.14,normal
u0414,12:19 PM,12,0.04,normal
u0408,20:38 PM,20,0.81,anomaly
u0237,15:44 PM,15,0.19,normal
u0280,03:28 AM,3,0.64,anomaly
u0368,07:45 AM,7,0.63,anomaly
u0057,05:44 AM,5,0.87,anomaly
u0020,16:46 PM,16,0.13,normal
u0333,16:18 PM,16,0.26,normal
u0024,22:25 PM,22,0.93,anomaly
u0213,04:19 AM,4,0.9,anomaly
u0310,03:37 AM,3,0.83,anomaly
u0006,06:04 AM,6,0.65,anomaly
u0228,07:02 AM,7,0.86,anomaly
u0284,02:08 AM,2,0.77,anomaly
u0283,20:16 PM,20,0.77,anomaly
u0359,20:42 PM,20,0.77,anomaly
u0249,12:35 PM,12,0.27,normal
u0165,19:25 PM,19,0.78,anomaly
u0442,04:30 AM,4,0.67,anomaly
u0460,21:57 PM,21,0.84,anomaly
u0487,14:47 PM,14,0.01,normal
u0444,05:19 AM,5,0.89,anomaly
u0182,19:16 PM,19,0.65,anomaly
u0021,18:02 PM,18,0.28,normal
u0393,23:20 PM,23,0.91,anomaly
u0428,08:25 AM,8,0.35,normal
u0084,11:49 AM,11,0.14,normal
u0023,14:34 PM,14,0.05,normal
u0021,08:32 AM,8,0.14,normal
u0121,17:28 PM,17,0.19,normal
u0024,14:23 PM,14,0.13,normal
u0419,01:28 AM,1,0.79,anomaly
u0124,14:29 PM,14,0.18,normal
u0093,10:10 AM,10,0.29,normal
u0127,20:34 PM,20,0.8,anomaly
u0211,18:32 PM,18,0.23,normal
u0225,17:36 PM,17,0.22,normal
u0027,16:39 PM,16,0.29,normal
u0141,01:57 AM,1,0.87,anomaly
u0170,00:03 AM,0,0.92,anomaly
u0186,05:22 AM,5,0.88,anomaly
u0284,01:25 AM,1,0.77,anomaly
u0218,17:32 PM,17,0.04,normal
u0113,03:33 AM,3,0.72,anomaly
u0123,10:28 AM,10,0.17,normal
u0146,11:02 AM,11,0.25,normal
u0433,21:49 PM,21,0.71,anomaly
u0460,19:55 PM,19,0.71,anomaly
u0145,11:30 AM,11,0.12,normal
u0152,17:33 PM,17,0.12,normal
u0045,12:09 PM,12,0.19,normal
u0428,10:49 AM,10,0.13,normal
u0499,06:13 AM,6,0.68,anomaly
u0262,23:14 PM,23,0.82,anomaly
u0149,06:59 AM,6,0.85,anomaly
u0293,03:44 AM,3,0.82,anomaly
u0336,20:32 PM,20,0.8,anomaly
u0461,13:08 PM,13,0.19,normal
u0467,13:20 PM,13,0.23,normal
u0351,01:23 AM,1,0.69,anomaly
u0138,20:43 PM,20,0.87,anomaly
u0148,10:52 AM,10,0.32,normal
u0500,10:40 AM,10,0.09,normal
u0098,03:45 AM,3,0.65,anomaly
u0289,19:09 PM,19,0.86,anomaly
u0166,14:38 PM,14,0.09,normal
u0489,04:40 AM,4,0.74,anomaly
u0115,22:32 PM,22,0.94,anomaly
u0391,03:06 AM,3,0.75,anomaly
u0314,01:17 AM,1,0.61,anomaly
u0004,22:00 PM,22,0.87,anomaly
u0343,07:12 AM,7,0.83,anomaly
u0335,09:32 AM,9,0.11,normal
u0320,11:14 AM,11,0.05,normal
u0494,09:40 AM,9,0.22,normal
u0006,17:15 PM,17,0.15,normal
u0361,19:18 PM,19,0.77,anomaly
u0287,18:13 PM,18,0.18,normal
u0259,16:29 PM,16,0.29,normal
u0499,03:36 AM,3,0.82,anomaly
u0007,02:39 AM,2,0.75,anomaly
u0072,18:40 PM,18,0.29,normal
u0216,11:33 AM,11,0.23,normal
u0110,05:05 AM,5,0.81,anomaly
u0201,10:24 AM,10,0.1,normal
u0485,21:25 PM,21,0.65,anomaly
u0476,16:00 PM,16,0.31,normal
u0009,23:24 PM,23,0.58,anomaly
u0479,16:05 PM,16,0.14,normal
u0092,04:22 AM,4,0.87,anomaly
u0052,12:50 PM,12,0.24,normal
u0061,15:36 PM,15,0.18,normal
u0484,12:26 PM,12,0.17,normal
u0211,06:29 AM,6,0.85,anomaly
u0092,05:00 AM,5,0.8,anomaly
u0412,06:02 AM,6,0.72,anomaly
u0443,23:32 PM,23,0.75,anomaly
u0046,19:46 PM,19,0.73,anomaly
u0228,09:54 AM,9,0.17,normal
u0073,07:08 AM,7,0.72,anomaly
u0381,07:13 AM,7,0.78,anomaly
u0200,18:24 PM,18,0.31,normal
u0155,04:27 AM,4,0.75,anomaly
u0229,11:10 AM,11,0.14,normal
u0269,19:38 PM,19,0.77,anomaly
u0439,13:59 PM,13,0.21,normal
u0427,11:45 AM,11,0.29,normal
u0368,17:00 PM,17,0.0,normal
u0207,23:25 PM,23,0.83,anomaly
u0094,12:28 PM,12,0.08,normal
u0139,02:52 AM,2,0.82,anomaly
u0144,15:51 PM,15,0.33,normal
u0226,16:13 PM,16,0.1,normal
u0052,21:59 PM,21,0.91,anomaly
u0377,20:45 PM,20,0.77,anomaly
u0123,04:56 AM,4,0.95,anomaly
u0374,07:41 AM,7,0.71,anomaly
u0105,19:13 PM,19,0.92,anomaly
u0255,09:11 AM,9,0.2,normal
u0173,06:22 AM,6,0.89,anomaly
u0076,05:19 AM,5,0.83,anomaly
u0293,13:44 PM,13,0.12,normal
u0487,17:02 PM,17,0.05,normal
u0257,04:37 AM,4,0.89,anomaly
u0495,02:59 AM,2,0.68,anomaly
u0476,11:48 AM,11,0.04,normal
u0433,04:31 AM,4,0.89,anomaly
u0125,08:57 AM,8,0.38,normal
u0402,12:12 PM,12,0.1,normal
u0446,05:29 AM,5,0.8,anomaly
u0124,13:55 PM,13,0.3,normal
u0244,08:00 AM,8,0.28,normal
u0090,14:14 PM,14,0.29,normal
u0083,04:57 AM,4,0.65,anomaly
u0033,10:30 AM,10,0.34,normal
u0205,11:46 AM,11,0.17,normal
u0274,15:56 PM,15,0.23,normal
u0065,07:51 AM,7,0.84,anomaly
u0140,05:20 AM,5,0.75,anomaly
u0179,03:19 AM,3,0.66,anomaly
u0119,04:12 AM,4,0.62,anomaly
u0395,09:34 AM,9,0.01,normal
u0111,13:23 PM,13,0.1,normal
u0046,16:36 PM,16,0.18,normal
u0469,15:34 PM,15,0.12,normal
u0038,16:40 PM,16,0.23,normal
u0340,12:59 PM,12,0.23,normal
u0052,23:40 PM,23,0.94,anomaly
u0417,01:26 AM,1,0.66,anomaly
u0469,17:11 PM,17,0.04,normal
u0047,05:35 AM,5,0.91,anomaly
u0081,04:37 AM,4,0.93,anomaly
u0330,18:10 PM,18,0.37,normal
u0430,06:29 AM,6,0.68,anomaly
u0460,03:01 AM,3,0.71,anomaly
u0358,15:28 PM,15,0.13,normal
u0424,01:43 AM,1,0.8,anomaly
u0401,14:53 PM,14,0.21,normal
u0134,08:28 AM,8,0.24,normal
u0248,04:43 AM,4,0.79,anomaly
u0193,13:49 PM,13,0.09,normal
u0158,09:34 AM,9,0.16,normal
u0159,14:18 PM,14,0.29,normal
u0423,17:42 PM,17,0.21,normal
u0091,16:19 PM,16,0.2,normal
u0158,18:33 PM,18,0.13,normal
u0043,22:06 PM,22,0.84,anomaly
u0319,21:45 PM,21,0.92,anomaly
u0253,21:37 PM,21,0.84,anomaly
u0377,17:21 PM,17,0.18,normal
u0020,13:30 PM,13,0.13,normal
u0433,17:30 PM,17,0.3,normal
u0390,01:29 AM,1,0.77,anomaly
u0323,21:53 PM,21,0.87,anomaly
u0078,10:19 AM,10,0.26,normal
u0308,11:08 AM,11,0.21,normal
u0173,15:55 PM,15,0.32,normal
u0202,18:17 PM,18,0.28,normal
u0153,15:34 PM,15,0.02,normal
u0455,07:48 AM,7,0.98,anomaly
u0472,15:53 PM,15,0.25,normal
u0423,06:35 AM,6,0.86,anomaly
u0270,19:55 PM,19,0.78,anomaly
u0430,16:38 PM,16,0.23,normal
u0399,08:49 AM,8,0.25,normal
u0149,23:52 PM,23,0.88,anomaly
u0425,00:44 AM,0,0.76,anomaly
u0168,17:28 PM,17,0.22,normal
u0009,17:17 PM,17,0.07,normal
u0174,17:22 PM,17,0.34,normal
u0065,17:40 PM,17,0.13,normal
u0026,18:02 PM,18,0.48,normal
u0334,18:26 PM,18,0.23,normal
u0490,14:42 PM,14,0.19,normal
u0493,18:24 PM,18,0.11,normal
u0126,14:37 PM,14,0.2,normal
u0031,12:01 PM,12,0.14,normal
u0422,06:57 AM,6,0.96,anomaly
u0391,14:15 PM,14,0.17,normal
u0031,17:59 PM,17,0.1,normal
u0035,08:15 AM,8,0.2,normal
u0394,08:17 AM,8,0.17,normal
u0499,11:24 AM,11,0.11,normal
u0406,11:38 AM,11,0.15,normal
u0447,17:05 PM,17,0.25,normal
u0171,13:44 PM,13,0.05,normal
u0169,09:43 AM,9,0.32,normal
u0364,13:20 PM,13,0.18,normal
u0177,09:03 AM,9,0.34,normal
u0337,14:57 PM,14,0.24,normal
u0168,12:15 PM,12,0.27,normal
u0032,03:53 AM,3,0.87,anomaly
u0001,05:11 AM,5,0.74,anomaly
u0127,10:21 AM,10,0.32,normal
u0092,12:39 PM,12,0.1,normal
u0167,07:32 AM,7,0.8,anomaly
u0064,19:15 PM,19,0.74,anomaly
u0079,09:19 AM,9,0.32,normal
u0060,02:29 AM,2,0.83,anomaly
u0012,02:27 AM,2,0.97,anomaly
u0030,12:47 PM,12,0.15,normal
u0443,14:39 PM,14,0.39,normal
u0280,16:31 PM,16,0.14,normal
u0477,14:28 PM,14,0.34,normal
u0358,02:23 AM,2,0.83,anomaly
u0487,02:07 AM,2,0.79,anomaly
u0186,05:40 AM,5,0.85,anomaly
u0366,21:52 PM,21,0.93,anomaly
u0494,23:45 PM,23,0.84,anomaly
u0444,01:52 AM,1,0.79,anomaly
u0386,23:04 PM,23,0.74,anomaly
u0338,23:29 PM,23,0.76,anomaly
u0382,10:57 AM,10,0.47,normal
u0324,06:11 AM,6,0.93,anomaly
u0233,07:12 AM,7,0.7,anomaly
u0204,21:32 PM,21,0.86,anomaly
u0293,09:23 AM,9,0.22,normal
u0009,21:44 PM,21,0.85,anomaly
u0156,13:11 PM,13,0.36,normal
u0410,11:36 AM,11,0.3,normal
u0375,17:28 PM,17,0.14,normal
u0169,00:34 AM,0,0.65,anomaly
u0135,20:30 PM,20,0.9,anomaly
u0162,19:24 PM,19,0.86,anomaly
u0164,23:13 PM,23,0.74,anomaly
u0011,20:30 PM,20,0.79,anomaly
u0186,04:42 AM,4,0.9,anomaly
u0045,21:20 PM,21,0.9,anomaly
u0347,21:12 PM,21,0.84,anomaly
u0099,11:59 AM,11,0.23,normal
u0205,08:28 AM,8,0.18,normal
u0455,22:13 PM,22,0.75,anomaly
u0106,15:35 PM,15,0.3,normal
u0399,11:06 AM,11,0.0,normal
u0108,12:26 PM,12,0.07,normal
u0193,02:07 AM,2,0.81,anomaly
u0068,00:58 AM,0,0.67,anomaly
u0447,17:18 PM,17,0.36,normal
u0423,05:04 AM,5,0.77,anomaly
u0197,02:26 AM,2,0.83,anomaly
u0065,01:21 AM,1,0.72,anomaly
u0174,11:06 AM,11,0.11,normal
u0281,11:37 AM,11,0.19,normal
u0265,04:28 AM,4,0.69,anomaly
u0101,02:13 AM,2,0.91,anomaly
u0438,19:41 PM,19,0.81,anomaly
u0102,05:07 AM,5,0.75,anomaly
u0410,08:40 AM,8,0.17,normal
u0483,10:13 AM,10,0.23,normal
u0270,05:58 AM,5,0.81,anomaly
u0214,12:49 PM,12,0.15,normal
u0184,02:48 AM,2,0.73,anomaly
u0491,07:07 AM,7,0.62,anomaly
u0228,00:46 AM,0,0.57,anomaly
u0116,01:48 AM,1,0.99,anomaly
u0388,09:34 AM,9,0.21,normal
u0140,09:48 AM,9,0.22,normal
u0246,17:46 PM,17,0.19,normal
u0089,13:39 PM,13,0.19,normal
u0066,09:50 AM,9,0.08,normal
u0038,14:27 PM,14,0.28,normal
u0129,10:53 AM,10,0.2,normal
u0091,21:16 PM,21,0.86,anomaly
u0336,19:58 PM,19,0.81,anomaly
u0329,17:41 PM,17,0.28,normal
u0322,15:02 PM,15,0.23,normal
u0032,22:40 PM,22,0.8,anomaly
u0327,22:18 PM,22,0.88,anomaly
u0092,13:51 PM,13,0.32,normal
u0391,20:59 PM,20,0.64,anomaly
u0177,08:23 AM,8,0.35,normal
u0220,01:32 AM,1,0.87,anomaly
u0426,05:11 AM,5,0.94,anomaly
u0001,16:32 PM,16,0.13,normal
u0119,02:39 AM,2,0.92,anomaly
u0455,01:45 AM,1,0.96,anomaly
u0252,07:44 AM,7,1.0,anomaly
u0362,16:14 PM,16,0.14,normal
u0133,13:58 PM,13,0.06,normal
u0313,17:16 PM,17,0.13,normal
u0142,19:42 PM,19,0.61,anomaly
u0430,06:53 AM,6,1.0,anomaly
u0342,08:02 AM,8,0.28,normal
u0200,10:05 AM,10,0.23,normal
u0321,02:58 AM,2,0.81,anomaly
u0005,18:59 PM,18,0.21,normal
u0112,17:19 PM,17,0.09,normal
u0379,18:08 PM,18,0.15,normal
u0249,13:17 PM,13,0.26,normal
u0328,07:50 AM,7,0.74,anomaly
u0331,20:46 PM,20,0.67,anomaly
u0398,14:03 PM,14,0.25,normal
u0125,01:37 AM,1,0.92,anomaly
u0095,18:22 PM,18,0.15,normal
u0240,20:03 PM,20,0.64,anomaly
u0074,23:56 PM,23,0.77,anomaly
u0043,20:10 PM,20,0.9,anomaly
u0171,01:33 AM,1,0.89,anomaly
u0351,04:56 AM,4,0.74,anomaly
u0324,15:00 PM,15,0.17,normal
u0358,04:27 AM,4,0.78,anomaly
u0422,09:58 AM,9,0.05,normal
u0441,15:10 PM,15,0.11,normal
u0308,17:55 PM,17,0.13,normal
u0353,05:28 AM,5,0.64,anomaly
u0132,10:57 AM,10,0.18,normal
u0362,16:43 PM,16,0.07,normal
u0128,14:26 PM,14,0.11,normal
u0159,17:53 PM,17,0.23,normal
u0007,07:39 AM,7,0.83,anomaly
u0096,06:12 AM,6,0.9,anomaly
u0025,02:33 AM,2,0.7,anomaly
u0064,06:04 AM,6,0.78,anomaly
u0421,08:13 AM,8,0.11,normal
u0022,05:46 AM,5,0.83,anomaly
u0262,20:16 PM,20,0.93,anomaly
u0213,05:08 AM,5,0.91,anomaly
u0373,21:44 PM,21,0.72,anomaly
u0039,22:25 PM,22,0.72,anomaly
u0144,08:08 AM,8,0.1,normal
u0183,18:23 PM,18,0.12,normal
u0500,17:24 PM,17,0.26,normal
u0360,13:21 PM,13,0.23,normal
u0057,23:22 PM,23,0.71,anomaly
u0402,07:23 AM,7,0.68,anomaly
u0175,12:04 PM,12,0.31,normal
u0421,23:06 PM,23,0.71,anomaly
u0317,12:37 PM,12,0.15,normal
u0175,17:12 PM,17,0.35,normal
u0309,03:24 AM,3,0.8,anomaly
u0110,20:49 PM,20,0.81,anomaly
u0381,12:30 PM,12,0.36,normal
u0468,20:14 PM,20,0.83,anomaly
u0080,11:05 AM,11,0.15,normal
u0298,14:25 PM,14,0.29,normal
u0313,12:37 PM,12,0.03,normal
u0497,01:23 AM,1,0.82,anomaly
u0060,00:21 AM,0,0.98,anomaly
u0186,19:14 PM,19,0.73,anomaly
u0418,13:06 PM,13,0.03,normal
u0151,06:47 AM,6,0.94,anomaly
u0414,13:33 PM,13,0.37,normal
u0463,12:27 PM,12,0.17,normal
u0432,20:32 PM,20,0.82,anomaly
u0288,14:22 PM,14,0.24,normal
u0377,20:04 PM,20,0.77,anomaly
u0446,09:35 AM,9,0.25,normal
u0147,18:34 PM,18,0.3,normal
u0485,05:44 AM,5,0.79,anomaly
u0353,00:18 AM,0,0.68,anomaly
u0474,19:01 PM,19,0.76,anomaly
u0073,15:05 PM,15,0.1,normal
u0006,13:59 PM,13,0.32,normal
u0482,19:09 PM,19,0.94,anomaly
u0136,16:56 PM,16,0.25,normal
u0392,17:09 PM,17,0.14,normal
u0437,11:07 AM,11,0.19,normal
u0141,19:03 PM,19,0.72,anomaly
u0475,08:02 AM,8,0.12,normal
u0309,18:27 PM,18,0.2,normal
u0293,14:51 PM,14,0.06,normal
u0116,06:25 AM,6,0.67,anomaly
u0120,00:16 AM,0,0.69,anomaly
u0107,10:57 AM,10,0.17,normal
u0033,02:28 AM,2,0.82,anomaly
u0094,07:27 AM,7,0.7,anomaly
u0198,20:20 PM,20,0.84,anomaly
u0500,19:48 PM,19,0.73,anomaly
u0209,05:33 AM,5,0.76,anomaly
u0251,02:49 AM,2,0.78,anomaly
u0183,11:07 AM,11,0.33,normal
u0470,06:35 AM,6,0.9,anomaly
u0291,04:22 AM,4,0.77,anomaly
u0253,01:48 AM,1,1.0,anomaly
u0164,13:12 PM,13,0.26,normal
u0148,12:57 PM,12,0.34,normal
u0294,20:33 PM,20,0.72,anomaly
u0163,21:16 PM,21,0.87,anomaly
u0349,20:24 PM,20,0.84,anomaly
u0396,09:53 AM,9,0.02,normal
u0341,04:55 AM,4,0.7,anomaly
u0277,00:38 AM,0,0.88,anomaly
u0315,14:04 PM,14,0.1,normal
u0127,21:59 PM,21,0.87,anomaly
u0297,11:37 AM,11,0.13,normal
u0441,04:09 AM,4,0.8,anomaly
u0343,22:13 PM,22,0.75,anomaly
u0365,15:42 PM,15,0.11,normal
u0321,18:51 PM,18,0.15,normal
u0023,12:14 PM,12,0.0,normal
u0353,11:29 AM,11,0.26,normal
u0231,17:57 PM,17,0.05,normal
u0269,06:33 AM,6,0.89,anomaly
u0012,11:01 AM,11,0.23,normal
u0099,10:53 AM,10,0.15,normal
u0316,06:28 AM,6,0.76,anomaly
u0412,19:31 PM,19,0.75,anomaly
u0486,20:32 PM,20,0.74,anomaly
u0355,16:43 PM,16,0.3,normal
u0082,02:42 AM,2,0.87,anomaly
u0372,12:03 PM,12,0.4,normal
u0243,01:15 AM,1,0.78,anomaly
u0236,18:02 PM,18,0.16,normal
u0388,23:35 PM,23,0.69,anomaly
u0165,09:59 AM,9,0.1,normal
u0103,16:21 PM,16,0.0,normal
u0010,20:35 PM,20,0.83,anomaly
u0460,12:26 PM,12,0.29,normal
u0388,19:42 PM,19,0.84,anomaly
u0279,15:01 PM,15,0.21,normal
u0361,12:49 PM,12,0.33,normal
u0477,06:40 AM,6,0.76,anomaly
u0271,11:38 AM,11,0.17,normal
u0222,02:27 AM,2,0.79,anomaly
u0195,13:59 PM,13,0.15,normal
u0014,11:31 AM,11,0.29,normal
u0472,17:30 PM,17,0.24,normal
u0085,05:20 AM,5,0.88,anomaly
u0252,22:16 PM,22,0.77,anomaly
u0138,22:26 PM,22,0.62,anomaly
u0217,03:57 AM,3,0.94,anomaly
u0471,21:32 PM,21,0.66,anomaly
u0310,11:50 AM,11,0.16,normal
u0487,05:10 AM,5,0.9,anomaly
u0354,17:19 PM,17,0.44,normal
u0122,22:18 PM,22,0.91,anomaly
u0312,10:57 AM,10,0.23,normal
u0350,22:44 PM,22,0.69,anomaly
u0314,15:32 PM,15,0.13,normal
u0031,06:48 AM,6,0.76,anomaly
u0212,03:06 AM,3,0.72,anomaly
u0305,09:43 AM,9,0.2,normal
u0441,23:54 PM,23,0.69,anomaly
u0300,10:35 AM,10,0.25,normal
u0073,10:37 AM,10,0.09,normal
u0252,22:15 PM,22,0.66,anomaly
u0387,20:18 PM,20,0.97,anomaly
u0432,15:29 PM,15,0.19,normal
u0119,09:29 AM,9,0.27,normal
u0105,12:29 PM,12,0.19,normal
u0003,19:10 PM,19,0.7,anomaly
u0285,01:17 AM,1,0.71,anomaly
u0343,05:13 AM,5,0.85,anomaly
u0251,04:12 AM,4,0.84,anomaly
u0315,07:56 AM,7,0.81,anomaly
u0046,07:37 AM,7,0.73,anomaly
u0090,21:58 PM,21,0.8,anomaly
u0499,22:49 PM,22,0.88,anomaly
u0370,04:47 AM,4,0.84,anomaly
u0383,20:25 PM,20,0.85,anomaly
u0499,07:44 AM,7,0.86,anomaly
u0251,23:51 PM,23,1.0,anomaly
u0163,13:10 PM,13,0.07,normal
u0213,06:11 AM,6,0.89,anomaly
u0072,05:48 AM,5,0.78,anomaly
u0462,09:40 AM,9,0.21,normal
u0138,20:54 PM,20,0.95,anomaly
u0318,19:36 PM,19,0.86,anomaly
u0190,09:34 AM,9,0.23,normal
u0200,00:28 AM,0,0.92,anomaly
u0337,07:18 AM,7,0.8,anomaly
u0456,14:34 PM,14,0.11,normal
u0129,08:59 AM,8,0.15,normal
u0091,22:53 PM,22,0.96,anomaly
u0078,21:00 PM,21,1.0,anomaly
u0328,03:47 AM,3,0.92,anomaly
u0366,09:44 AM,9,0.15,normal
u0198,12:05 PM,12,0.2,normal
u0299,12:57 PM,12,0.19,normal
u0382,23:42 PM,23,0.79,anomaly
u0327,11:00 AM,11,0.11,normal
u0234,10:16 AM,10,0.22,normal
u0382,12:12 PM,12,0.28,normal
u0454,01:42 AM,1,0.83,anomaly
u0211,01:38 AM,1,0.86,anomaly
